index,temperature(거실)
2021-01-31 16:00:00,23.272
2021-01-31 17:00:00,23.07
2021-01-31 18:00:00,22.871
2021-01-31 19:00:00,23.102
2021-01-31 20:00:00,23.199
2021-01-31 21:00:00,23.572
2021-01-31 22:00:00,23.482
2021-01-31 23:00:00,23.667
2021-02-01 00:00:00,23.798
2021-02-01 01:00:00,23.982
2021-02-01 02:00:00,24.1
2021-02-01 03:00:00,24.254
2021-02-01 04:00:00,24.471
2021-02-01 05:00:00,24.53
2021-02-01 06:00:00,24.746
2021-02-01 07:00:00,24.728
2021-02-01 08:00:00,24.516
2021-02-01 09:00:00,23.897
2021-02-01 10:00:00,22.5
2021-02-01 11:00:00,22.329
2021-02-01 12:00:00,21.623
2021-02-01 13:00:00,21.909
2021-02-01 14:00:00,22.1
2021-02-01 15:00:00,22.266
2021-02-01 16:00:00,22.155
2021-02-01 17:00:00,22.126
2021-02-01 18:00:00,22.553
2021-02-01 19:00:00,22.73
2021-02-01 20:00:00,22.969
2021-02-01 21:00:00,23.132
2021-02-01 22:00:00,23.095
2021-02-01 23:00:00,23.254
2021-02-02 00:00:00,23.18
2021-02-02 01:00:00,23.284
2021-02-02 02:00:00,23.3
2021-02-02 03:00:00,23.384
2021-02-02 04:00:00,23.484
2021-02-02 05:00:00,23.269
2021-02-02 06:00:00,23.382
2021-02-02 07:00:00,23.291
2021-02-02 08:00:00,23.178
2021-02-02 09:00:00,22.503
2021-02-02 10:00:00,22.301
2021-02-02 11:00:00,22.175
2021-02-02 12:00:00,21.903
2021-02-02 13:00:00,21.635
2021-02-02 14:00:00,21.392
2021-02-02 15:00:00,21.211
2021-02-02 16:00:00,21.431
2021-02-02 17:00:00,21.634
2021-02-02 18:00:00,22.02
2021-02-02 19:00:00,22.196
2021-02-02 20:00:00,22.34
2021-02-02 21:00:00,22.526
2021-02-02 22:00:00,22.418
2021-02-02 23:00:00,22.525
2021-02-03 00:00:00,22.178
2021-02-03 01:00:00,22.08
2021-02-03 02:00:00,22.427
2021-02-03 03:00:00,22.52
2021-02-03 04:00:00,22.6
2021-02-03 05:00:00,22.514
2021-02-03 06:00:00,22.718
2021-02-03 07:00:00,22.792
2021-02-03 08:00:00,23.631
2021-02-03 09:00:00,23.941
2021-02-03 10:00:00,21.383
2021-02-03 11:00:00,21.414
2021-02-03 12:00:00,21.256
2021-02-03 13:00:00,19.935
2021-02-03 14:00:00,20.111
2021-02-03 15:00:00,20.5
2021-02-03 16:00:00,20.775
